,House Title,Location,Date,Link,Price,Bedrooms,Sqft,House Description
2409,"█ ☎ █  Spacious, Beautiful, Central, Clean, Bright Apt",Kingsway & Sussex Metrotown,Jul  7,https://vancouver.craigslist.org/bnc/apa/d/burnaby-spacious-beautiful-central/6927123032.html,1860,2,1000.0,"

QR Code Link to This Post


█ ☎ █  Spacious, Beautiful, Central, Clean, Bright Apt 	( Kingsway & Sussex )

•	Spacious, Central, Well kept character Build. across fr. MetroTown,
•	Clean Bright, Spacious 2 bed rm. with large living & dining area,
•	Open concept Kitchen w. lots of counter top space & cabinets ,
•	Big windows with lots of Sunshine, 1 Bath rm w. Tub & shower
•	Hardwood Flrs. Ready to move in condition, Drapes and Blinds included, 
•	Kitchen w. Two side Cabinets, Appliance incl: Fridge & Stove/Oven
•	Easy access to Transit, Bus & Metrotown Skytrain Stations
•	Close to Metrotown & Crystal Mall, Library, Bonsor Community
•	Minutes away from shops, coffee, grocery banks, and  restaurants 
•	Direct Bus to Downtown close to Metrotown Sky train ststion.
•	Easy access to Vancouver,  Burnaby, New Westminster & Richmond.
•	Close to BCIT,  SFU, Marlborough Elementary, Moscrop SecondarySchool,
•	No parking, No smoking, No pets, No drugs 

$$$     Affordable Price : ** Rent includes Blinds, Cable, Heat and Water. .

Address : 4695 Kingsway, Burnaby

Please call Lee @   show contact info
 for appointment to view the suite.
"
2410,Shared apartment/ 1 bedroom available,New westminster,Jul  7,https://vancouver.craigslist.org/bnc/roo/d/new-westminster-shared-apartment-1/6928872502.html,850,,,"

QR Code Link to This Post


2 bedroom apartment with a newly renovated bathroom and kitchen along with living room and a balcony. A very viable option for students as the apartment is just 5-7 minutes walk from the New Westminster Skytrain station.
amenities are not included in the rent ( wifi and electricity ). However hot water and heat is included  


"
2411,"3 bdrm shared, 1 vacancy, student or working professional",Burnaby (By Robert Burnaby Park),Jul  7,https://vancouver.craigslist.org/bnc/roo/d/burnaby-3-bdrm-shared-1-vacancy-student/6928860480.html,650,,,"

QR Code Link to This Post


Hello, my name is Mike and I am a tenant in this beautiful house. I live with two friends in a 3 bedroom basement suite who are moving out for August 1st. I am 37 years old, and have a female student who is 19 who is planning on occupying one of the Vacant rooms. I have one Vacant room available for August 1st which will be the one you see in the photos. This is an excellent location only 10 mins away from the bus stop, which is located at 6th St. and 18th Ave. This house is on 19th Ave. off of 4th St right by Robert Burnaby Park. This is the perfect residence for a single student, or young professional. We are nearing the middle of the month, so if you're looking for a beautiful spacious home, where you can relax and have the space you need. This is it. Remember this is shared accommodation with three separate bedrooms. Shared Kitchen and a den which we have turned into the living room. If you're in a relationship or want to have a friend over just let us know and give us a heads up. Creative and musical types also welcome. 

The Rent is 1700 split 3 ways there is a small family upstairs. They pay 60 percent utilities we pay 40 percent. The landlord lives down the street and always sends the bills via text and gives us the breakdown. 

1 year lease.

No Pets. 
1 room for 1 Single person only. 
Laundry onsite (no coins) 
Bus stop 10 min walk 106 on 18th ave and 6th st. goes to Edmonds station past Edmonds community center, 
or by london drugs and shopping area on 6th and 6th and down to New West station. 

Looking for a suitable move in tenant A.S.A.P. for August 1st. 
Text or call for immediate response, or email to schedule a viewing. 
Looking for one more affirmative yes.    "
2412,"█ ☎ █  Spacious, Beautiful, Central, Clean, Bright Apt suite",Kingsway & Sussex Metrotown,Jul  7,https://vancouver.craigslist.org/bnc/apa/d/burnaby-spacious-beautiful-central/6925553340.html,1860,2,1000.0,"

QR Code Link to This Post


█ ☎ █  Spacious, Beautiful, Central, Clean, Bright Apt suite	

•	Spacious, Central, Well kept character Build. across fr. MetroTown,
•	Clean Bright, Spacious 2 bed rm. with large living & dining area,
•	Open concept Kitchen w. lots of counter top space & cabinets ,
•	Big windows with lots of Sunshine, 1 Bath rm w. Tub & shower
•	Hardwood Flrs. Ready to move in condition, Drapes and Blinds included, 
•	Kitchen w. Two side Cabinets, Appliance incl: Fridge & Stove/Oven
•	Easy access to Transit, Bus & Metrotown Skytrain Stations
•	Close to Metrotown & Crystal Mall, Library, Bonsor Community
•	Minutes away from shops, coffee, grocery banks, and  restaurants 
•	Direct Bus to Downtown close to Metrotown Sky train ststion.
•	Easy access to Vancouver,  Burnaby, New Westminster & Richmond.
•	Close to BCIT,  SFU, Marlborough Elementary, Moscrop SecondarySchool,
•	No parking, No smoking, No pets, No drugs 

$$$     Affordable Price : ** Rent includes Blinds, Cable, Heat and Water. .

Address : 4695 Kingsway, Burnaby

Please call Lee @   show contact info
 for appointment to view the suite.
"
2413,Great central location!! Burnaby hospital area.,Burnaby,Jul  7,https://vancouver.craigslist.org/bnc/apa/d/burnaby-great-central-location-burnaby/6928827511.html,1750,2,,"

QR Code Link to This Post


Great central location!! Burnaby hospital area. Close to Vancouver. Bright &clean , Ground level 2 bedroom, 2 full bathrooms. Available as of August 01st 2019. $1750 a month, including utilities and cable. Street parking is available.  Lots of natural light with a private entrance and stunning garden views . Two extra large bedrooms 14x12 . One with a three piece en-suite and a custom walk in closet. The second bedroom has a large wall to wall closet with a separate 3 piece bedroom. The suite also has a large in suite storage area. The suite has a security alarm system as well. A very quiet and safe neighbourhood. Half a block from transit and Burnaby general hospital.                           
10 mint walk to BCIT                               
Close to Metrotown mall, Brentwood mall , elementary and high schools.               
A 20 min sky train ride to SFU and 15 mins to downtown Vancouver.                   
The suite is perfect for two working adults and students. Reference is required. No pets , no smoking . Please send me a text message introducing yourself including who the unit is for and how long u were looking to rent .

Please call or text  show contact info
 ask for Ambalika    "
2414,2 bedroom 2 bathroom Condo,Brentwood,Jul  7,https://vancouver.craigslist.org/bnc/apa/d/burnaby-2-bedroom-2-bathroom-condo/6928825248.html,2280,2,750.0,"

QR Code Link to This Post


- Open floor plan 750 sqft  two-bedroom two-bathroom apartment in newer building
- Large balcony ideal for BBQ, entertainment, etc. 
- High-end appliances: Stove, dishwasher, fridge, microwave
- In-suite Washer/Dryer
- $2,280 per month utilities excluded
- No pets
"
2415,I can help you sell your house,"New Westminster, Vancouver",Jul  7,https://vancouver.craigslist.org/bnc/rew/d/can-help-you-sell-your-house/6928777883.html,0,,500.0,"

QR Code Link to This Post


I am a licensed realtor and immigration consultant. Have over 10 years of experience in real estate and immigration. Live in Vancouver since 2002. Fluent in both English and Chinese. Are you looking for a reliable, honest and hard-working realtor to provide excellent service selling your house? Please give me a call at  show contact info
.    "
2416,SFU Burnaby Campus Apartment  for Rent,Burnaby,Jul  7,https://vancouver.craigslist.org/bnc/sub/d/burnaby-sfu-burnaby-campus-apartment/6928762601.html,0,1,,"

QR Code Link to This Post


SFU Burnaby campus 2 bedrooms and 2 baths for rent temporarily 

Available time: July 9th to August 20, 2019

One full furnished room with private bathroom and sharing living room and kitchen with another SFU student. 

Call or text  show contact info


"
2417,1 Bedroom Modern Units in New Building,new Westminster,Jul  7,https://vancouver.craigslist.org/bnc/apa/d/new-westminster-northeast-1-bedroom/6928678569.html,1700,1,600.0,"

QR Code Link to This Post


DESCRIPTION 
This new luxurious and lovely mid-rise condo is central to the best of New Westminster. The shopping and dining convenience of Highway 1 and Pattullo bridge close at hand. Largest floor plan and very rarely available.

Some kitchen specifications include: 

   Durable laminate flat-panel kitchen cabinets with a clean square edge profile
   Elegant pulls on cabinets and drawers
   Sleek stainless steel under-mount sink with convenient double-bowl layout
   Moen dual spray, chrome, pull-down faucet
   Gourmet KitchenAid stainless steel appliance package:
   Integrated microwave
   Multi-cycle dishwasher



UNIT FEATURES

* Price $1700
* Largest of our 1 Bedroom + 1 Bathroom 
* Joint dining room + large living room layout provides spacious comfort
* Laminate wood flooring
* Designer interior paint with natural colors and contrast
* New in-suite washer & dryer

BUILDING AMENITIES

Tempo integrates a central courtyard into its design, defining a new way to enjoy your time. This is more than just a green space - it's all the amenities you want right here at home.

There's something for everyone: a fitness room, studio. Celebrate traditions with family and friends in the party room or spend some quiet time strolling the pathways. .

RENTAL TERMS

* Rental Fee: $1700+ utilities
* Security Deposit: half month rent refundable subject to move-out conditions
* Minimum 1-year lease, no subleasing
*no smoking
* Applications with references will be considered after viewing

Please contact Ibrahim at  show contact info

"
2418,Completes 2019: Brentwood Triomphe studio / 1 bedroom,Gilmore and Halifax,Jul  7,https://vancouver.craigslist.org/bnc/reb/d/burnaby-completes-2019-brentwood/6928611311.html,509000,1,482.0,"

QR Code Link to This Post


COMPLETES 4th QUARTER OF THIS YEAR (2019). OFFERS WELCOMED. $3000 CLOSING BONUS FROM DEVELOPER AT COMPLETION. FULL REALTOR COOPERATION (3.255% on first $100k, 1.1625% on balance) BRING YOUR CLIENTS.

For sale is an assignment of contract for a 1 bedroom / studio apartment unit at Triomphe located at 1888 Gilmore Av just minutes away from the Gilmore Station. Unit is to be finished as a studio but doors will make it a 1 bedroom. This is much cheaper than any current pre-sale (Gilmore Place, Brentwood Place, Akimbo) in the area! Don't miss on this opportunity to own your very own home in Gilmore Skytrain area! Developed by Millenium this boutique building is slated to be one of the best set-up in the area in terms of strata size and distance from Lougheed / Gilmore Skytrain.

ADDRESS: 1888 GILMORE AVE BURNABY, BC
UNIT 1203, SL 73

OFFERED AT: $509,000

DEPOSIT: $56,280
VENDOR CREDIT: $3,000.00

TOTAL SQFT: 540 (INDOOR 482 sqft, 58 sqft Outdoor)
Assignment Fee: 2%
Includes: 1 Storage/Locker, 1 parking stall.
Color Scheme: Claire (light)

FACING: UNIT IS FACING EAST (Brentwood VIEW)

Estimated completion NOVEMBER / DECEMBER 2019
This building is under construction and is completely SOLD OUT.

FEATURES

•	Towering 46 storeys, this dramatic landmark, encompasses 340 Luxurious 1, 2, and 3 bedroom and townhome residences, ranging from 482 to 2,138 sf

Elegant Interiors
•	Spacious, open, modern interiors designed for entertaining and easy living by Mitchell Freedland Design
•	9' ceilings rise to over 10'in penthouse suites
•	Wide plank laminate wood flooring in all living areas 
•	Expansive balconies ideal for seamless indoor and outdoor living 
•	Air-conditioning in all homes 
•	Blomberg front-loading washer and dryer
•	Roller shade window coverings
•	Solid core doors leading to bedrooms and bathrooms 
•	Smooth plastered ceilings

Inspiring kitchens
•	Two-tone, soft-close European inspired cabinetry
•	Polished white quartz slab countertops
•	Marble-inspired large format porcelain tile backsplash
•	Rectilinear stainless steel sink with Riobel polished chrome professional kitchen faucet with spray
•	High-performance appliances include:
- Stainless steel Bosch gas 
- cooktop
- Integrated stainless steel
- Bosch wall oven
- Integrated Bosch refrigerator
- Slide-out Bosch hood fan
- Stainless steel Panasonic
- microwave

Amenities
Outdoor rooftop pool, hot tub, and lounge area
•	Wellness centre with a gym, yoga/dance studio, and his and hers steam rooms
•	Great room for socializing includes a fully equipped kitchen, dining area, and comfortable lounge with a big screen TV
•	Business centre/library and games/music room
•	Expansive outdoor entertaining area with a BBQ and fire pit
•	Guest suite for visiting friends and family security & peace of mind
•	Fob-controlled access to lobby, parkade and individual floors
•	Car-charging station and 4 electric cars provided
•	Comprehensive third party 2-5-10 year warranty
•	Concierge at your service


More info: http://www.triompheresidences.com/    "
